timestamp,hour,day_of_week,month,is_weekend,total_kwh,hvac_kwh,water_heater_kwh,refrigerator_kwh,lighting_kwh,other_kwh,temperature,cost_per_kwh,total_cost
2024-01-05 22:00:00,22,4,1,False,5.53,2.389,0.353,0.141,0.969,1.678,71.28885465739776,0.08,0.4424
2024-01-05 23:00:00,23,4,1,False,3.618,1.668,0.341,0.153,0.235,1.221,69.36018287210263,0.08,0.28944
2024-01-06 00:00:00,0,5,1,True,2.347,1.033,0.296,0.141,0.131,0.746,70.28836233082295,0.08,0.18776
2024-01-06 01:00:00,1,5,1,True,1.215,0.419,0.248,0.176,0.066,0.306,70.40495416245906,0.08,0.09720000000000001
2024-01-06 02:00:00,2,5,1,True,1.712,0.597,0.352,0.167,0.095,0.501,70.24685196782627,0.08,0.13696
2024-01-06 03:00:00,3,5,1,True,2.255,1.023,0.361,0.136,0.131,0.604,62.546165262742555,0.08,0.1804
2024-01-06 04:00:00,4,5,1,True,1.881,0.707,0.212,0.133,0.125,0.704,65.96664846689717,0.08,0.15048
2024-01-06 05:00:00,5,5,1,True,1.072,0.415,0.203,0.126,0.072,0.255,72.04786970937144,0.08,0.08576
2024-01-06 06:00:00,6,5,1,True,5.394,2.327,0.259,0.196,1.005,1.608,70.49935662463916,0.08,0.43152
2024-01-06 07:00:00,7,5,1,True,5.027,2.222,0.222,0.151,0.931,1.501,68.203226810322,0.08,0.40216
2024-01-06 08:00:00,8,5,1,True,5.276,2.288,0.292,0.143,1.002,1.552,67.50293328068732,0.08,0.42208
2024-01-06 09:00:00,9,5,1,True,3.845,1.522,0.265,0.136,0.632,1.289,72.81351490469993,0.12,0.46140000000000003
2024-01-06 10:00:00,10,5,1,True,2.735,0.978,0.329,0.161,0.434,0.832,69.46915831751785,0.12,0.3282
2024-01-06 11:00:00,11,5,1,True,2.867,1.113,0.344,0.131,0.511,0.768,69.97516577634985,0.12,0.34404
2024-01-06 12:00:00,12,5,1,True,3.097,1.043,0.256,0.174,0.596,1.028,72.04567446887893,0.12,0.37163999999999997
2024-01-06 13:00:00,13,5,1,True,3.158,1.31,0.312,0.156,0.482,0.897,71.26505477173679,0.12,0.37895999999999996
2024-01-06 14:00:00,14,5,1,True,3.731,1.457,0.343,0.17,0.603,1.158,69.49864575904944,0.12,0.44771999999999995
2024-01-06 15:00:00,15,5,1,True,2.987,1.184,0.266,0.16,0.501,0.877,71.20123608771532,0.12,0.35844
2024-01-06 16:00:00,16,5,1,True,2.523,1.041,0.226,0.15,0.411,0.694,71.93645254342323,0.12,0.30276000000000003
2024-01-06 17:00:00,17,5,1,True,6.949,3.121,0.313,0.142,1.245,2.128,70.14386215084932,0.12,0.83388
2024-01-06 18:00:00,18,5,1,True,6.266,2.735,0.32,0.146,1.164,1.9,70.39890902244063,0.12,0.7519199999999999
2024-01-06 19:00:00,19,5,1,True,10.989,2.282,0.276,0.153,1.008,1.716,68.42258383806113,0.12,1.31868
2024-01-06 20:00:00,20,5,1,True,5.759,2.48,0.297,0.139,0.996,1.848,66.31039186527755,0.12,0.69108
2024-01-06 21:00:00,21,5,1,True,6.685,2.906,0.249,0.164,1.253,2.113,68.30776410778981,0.12,0.8021999999999999
2024-01-06 22:00:00,22,5,1,True,5.281,2.324,0.295,0.187,0.968,1.507,72.69366561628102,0.08,0.42247999999999997
2024-01-06 23:00:00,23,5,1,True,4.48,2.183,0.237,0.179,0.315,1.566,73.35188749476438,0.08,0.35840000000000005
2024-01-07 00:00:00,0,6,1,True,1.374,0.471,0.323,0.161,0.062,0.357,67.16689366737084,0.08,0.10992000000000002
2024-01-07 01:00:00,1,6,1,True,1.127,0.372,0.31,0.164,0.048,0.233,74.32035164634841,0.08,0.09016
2024-01-07 02:00:00,2,6,1,True,1.068,0.331,0.39,0.149,0.057,0.141,65.22578605751113,0.08,0.08544
2024-01-07 03:00:00,3,6,1,True,1.936,0.883,0.278,0.112,0.118,0.545,62.72836202011313,0.08,0.15488
2024-01-07 04:00:00,4,6,1,True,1.462,0.583,0.321,0.131,0.072,0.355,77.20607884550637,0.08,0.11696
2024-01-07 05:00:00,5,6,1,True,1.881,0.764,0.289,0.151,0.109,0.568,63.87479539472713,0.08,0.15048
2024-01-07 06:00:00,6,6,1,True,4.566,1.827,0.286,0.186,0.826,1.441,68.51961155090795,0.08,0.36528
2024-01-07 07:00:00,7,6,1,True,4.127,1.648,0.37,0.168,0.725,1.215,68.05918966688328,0.08,0.33016
2024-01-07 08:00:00,8,6,1,True,5.735,2.514,0.332,0.171,1.039,1.678,70.34360009864639,0.08,0.45880000000000004
2024-01-07 09:00:00,9,6,1,True,3.972,1.571,0.404,0.136,0.633,1.228,70.59373235038794,0.12,0.47663999999999995
2024-01-07 10:00:00,10,6,1,True,2.527,0.929,0.276,0.144,0.426,0.752,66.90527125938952,0.12,0.30324
2024-01-07 11:00:00,11,6,1,True,3.737,1.406,0.299,0.193,0.625,1.215,71.3089710090221,0.12,0.44844
2024-01-07 12:00:00,12,6,1,True,3.777,1.594,0.306,0.162,0.681,1.034,73.273138306494,0.12,0.45324
2024-01-07 13:00:00,13,6,1,True,3.364,1.408,0.276,0.181,0.608,0.891,65.60687535937053,0.12,0.40368
2024-01-07 14:00:00,14,6,1,True,2.615,1.003,0.352,0.184,0.42,0.655,65.10114315837404,0.12,0.3138
2024-01-07 15:00:00,15,6,1,True,3.288,1.276,0.374,0.178,0.571,0.889,71.18741060031223,0.12,0.39455999999999997
2024-01-07 16:00:00,16,6,1,True,3.766,1.48,0.266,0.149,0.658,1.213,69.52980880533242,0.12,0.45192
2024-01-07 17:00:00,17,6,1,True,6.043,2.673,0.357,0.115,1.1,1.797,66.64099031612157,0.12,0.72516
2024-01-07 18:00:00,18,6,1,True,5.204,2.11,0.358,0.141,0.96,1.635,65.33230404853032,0.12,0.6244799999999999
2024-01-07 19:00:00,19,6,1,True,4.796,1.977,0.304,0.124,0.859,1.532,68.51873025051606,0.12,0.57552
2024-01-07 20:00:00,20,6,1,True,14.707,2.378,0.343,0.143,0.955,1.556,69.03509484634785,0.12,1.76484
2024-01-07 21:00:00,21,6,1,True,7.071,3.194,0.318,0.176,1.28,2.103,71.13917856082037,0.12,0.8485199999999999
2024-01-07 22:00:00,22,6,1,True,5.146,2.259,0.266,0.147,0.966,1.507,70.23590557094828,0.08,0.41168
2024-01-07 23:00:00,23,6,1,True,3.9,1.764,0.307,0.159,0.281,1.389,73.25759902560341,0.08,0.312
2024-01-08 00:00:00,0,0,1,False,1.329,0.397,0.32,0.131,0.069,0.411,68.12869311791259,0.08,0.10632
2024-01-08 01:00:00,1,0,1,False,1.892,0.862,0.327,0.132,0.096,0.476,76.01022180154631,0.08,0.15136
2024-01-08 02:00:00,2,0,1,False,1.703,0.626,0.303,0.154,0.096,0.524,71.91619066608756,0.08,0.13624
2024-01-08 03:00:00,3,0,1,False,1.217,0.324,0.261,0.156,0.063,0.413,69.24285986960665,0.08,0.09736
2024-01-08 04:00:00,4,0,1,False,1.368,0.579,0.318,0.116,0.075,0.28,71.79220020954958,0.08,0.10944000000000001
2024-01-08 05:00:00,5,0,1,False,4.12,0.706,0.364,0.145,0.091,0.466,66.91397700061275,0.08,0.3296
2024-01-08 06:00:00,6,0,1,False,3.534,1.654,0.258,0.13,0.64,0.852,66.12056402906153,0.08,0.28271999999999997
2024-01-08 07:00:00,7,0,1,False,3.164,1.219,0.382,0.17,0.548,0.845,76.75730741603293,0.08,0.25312
2024-01-08 08:00:00,8,0,1,False,4.107,1.61,0.415,0.122,0.797,1.164,76.98585702526469,0.08,0.32856
2024-01-08 09:00:00,9,0,1,False,3.023,1.182,0.33,0.167,0.476,0.869,70.84357427190812,0.12,0.36276
2024-01-08 10:00:00,10,0,1,False,2.865,1.114,0.286,0.116,0.51,0.84,72.91270219580292,0.12,0.3438
2024-01-08 11:00:00,11,0,1,False,2.445,0.937,0.346,0.119,0.428,0.615,72.82231356396464,0.12,0.2934
2024-01-08 12:00:00,12,0,1,False,2.028,0.85,0.252,0.152,0.341,0.434,70.48142862099654,0.12,0.24336
2024-01-08 13:00:00,13,0,1,False,5.88,0.767,0.299,0.161,0.369,0.637,74.09242128992153,0.12,0.7056
2024-01-08 14:00:00,14,0,1,False,3.198,1.322,0.319,0.144,0.515,0.898,65.79218418460091,0.12,0.38376
2024-01-08 15:00:00,15,0,1,False,3.158,1.321,0.286,0.165,0.491,0.894,67.89750496340174,0.12,0.37895999999999996
2024-01-08 16:00:00,16,0,1,False,2.956,1.32,0.259,0.155,0.488,0.735,66.43720474291146,0.12,0.35472
2024-01-08 17:00:00,17,0,1,False,5.292,2.223,0.282,0.159,0.939,1.688,74.87018968689713,0.12,0.6350399999999999
2024-01-08 18:00:00,18,0,1,False,4.155,1.843,0.216,0.156,0.727,1.212,67.5889762960908,0.12,0.4986
2024-01-08 19:00:00,19,0,1,False,4.764,2.054,0.349,0.172,0.81,1.38,68.39755495093571,0.12,0.57168
2024-01-08 20:00:00,20,0,1,False,3.999,1.629,0.264,0.138,0.745,1.222,70.70135773537224,0.12,0.47988
2024-01-08 21:00:00,21,0,1,False,5.241,2.177,0.323,0.192,1.0,1.549,66.29959569615968,0.12,0.6289199999999999
2024-01-08 22:00:00,22,0,1,False,6.022,2.514,0.397,0.145,1.048,1.919,71.67498073756516,0.08,0.48176
2024-01-08 23:00:00,23,0,1,False,3.378,1.649,0.25,0.163,0.235,1.081,70.24383052830109,0.08,0.27024000000000004
2024-01-09 00:00:00,0,1,1,False,1.512,0.747,0.239,0.139,0.088,0.299,73.63929309993755,0.08,0.12096
2024-01-09 01:00:00,1,1,1,False,1.308,0.514,0.263,0.155,0.071,0.305,71.08502975627097,0.08,0.10464000000000001
2024-01-09 02:00:00,2,1,1,False,1.427,0.521,0.256,0.136,0.09,0.425,64.49138388069011,0.08,0.11416000000000001
2024-01-09 03:00:00,3,1,1,False,1.486,0.49,0.408,0.127,0.063,0.398,70.09380063174602,0.08,0.11888
2024-01-09 04:00:00,4,1,1,False,1.9,0.693,0.323,0.141,0.104,0.639,70.80217694221571,0.08,0.152
2024-01-09 05:00:00,5,1,1,False,1.507,0.664,0.275,0.145,0.09,0.333,68.94095182982332,0.08,0.12056
2024-01-09 06:00:00,6,1,1,False,3.649,1.484,0.309,0.145,0.634,1.076,69.92491912376457,0.08,0.29192
2024-01-09 07:00:00,7,1,1,False,3.837,1.752,0.267,0.161,0.716,0.941,70.19187036073279,0.08,0.30696
2024-01-09 08:00:00,8,1,1,False,3.607,1.546,0.303,0.114,0.641,1.003,67.18199381854373,0.08,0.28856000000000004
2024-01-09 09:00:00,9,1,1,False,2.588,1.035,0.327,0.124,0.45,0.653,71.2515713931477,0.12,0.31056
2024-01-09 10:00:00,10,1,1,False,2.72,1.049,0.297,0.139,0.479,0.757,68.15979200937718,0.12,0.3264
2024-01-09 11:00:00,11,1,1,False,2.554,1.044,0.301,0.135,0.46,0.614,72.7373057477775,0.12,0.30648
2024-01-09 12:00:00,12,1,1,False,2.56,0.889,0.29,0.147,0.426,0.808,66.48966092182192,0.12,0.3072
2024-01-09 13:00:00,13,1,1,False,2.77,0.96,0.344,0.165,0.489,0.812,69.47705888489575,0.12,0.3324
2024-01-09 14:00:00,14,1,1,False,1.982,0.831,0.26,0.152,0.319,0.42,69.95407045248102,0.12,0.23784
2024-01-09 15:00:00,15,1,1,False,2.022,0.847,0.202,0.191,0.338,0.444,69.87973446203034,0.12,0.24263999999999997
2024-01-09 16:00:00,16,1,1,False,2.302,0.866,0.278,0.133,0.47,0.555,67.99278178402025,0.12,0.27624
2024-01-09 17:00:00,17,1,1,False,5.052,2.248,0.22,0.142,0.919,1.523,72.76404880895949,0.12,0.6062399999999999
2024-01-09 18:00:00,18,1,1,False,5.056,2.144,0.34,0.137,0.907,1.528,71.37991642881735,0.12,0.60672
2024-01-09 19:00:00,19,1,1,False,4.622,1.904,0.289,0.152,0.845,1.432,68.63553905233464,0.12,0.5546399999999999
2024-01-09 20:00:00,20,1,1,False,3.582,1.46,0.365,0.13,0.66,0.967,66.85926705195418,0.12,0.42983999999999994
2024-01-09 21:00:00,21,1,1,False,8.206,1.694,0.314,0.136,0.703,1.094,72.6387777639591,0.12,0.9847199999999999
2024-01-09 22:00:00,22,1,1,False,5.816,2.518,0.262,0.122,1.037,1.878,70.84353868680836,0.08,0.46527999999999997
2024-01-09 23:00:00,23,1,1,False,4.499,2.137,0.323,0.193,0.318,1.528,72.78352038424372,0.08,0.35991999999999996
2024-01-10 00:00:00,0,2,1,False,1.749,0.693,0.325,0.161,0.077,0.493,71.670462522325,0.08,0.13992000000000002
2024-01-10 01:00:00,1,2,1,False,1.202,0.334,0.248,0.111,0.051,0.459,66.69037490283495,0.08,0.09616
